Symbol,Conclusion,Price,Market Cap (Cr),Score (%),market_cap,stock_price,eps,eps_growth_5y,roe,roce,operating_margin,net_margin,gross_margin,de_ratio,interest_coverage,current_ratio,quick_ratio,free_cash_flow,cash_conversion_ratio,revenue,revenue_growth_5y,profit,profit_growth_5y,operating_leverage,pe_ratio,peg_ratio,pb_ratio,ev_ebitda,beta,dividend_yield,liquidity,promoter_holding,promoter_holding_growth,quarterly_revenue,quarterly_profit,quarterly_eps,quarterly_revenue_growth,quarterly_profit_growth,quarterly_eps_growth,quarterly_de_ratio,quarterly_current_ratio,quarterly_interest_coverage,market_cap (s),stock_price (s),eps_growth_5y (s),roe (s),roce (s),operating_margin (s),net_margin (s),de_ratio (s),interest_coverage (s),current_ratio (s),free_cash_flow (s),revenue_growth_5y (s),profit_growth_5y (s),cash_flow_growth (s),pe_ratio (s),peg_ratio (s),pb_ratio (s),ev_ebitda (s),liquidity (s),promoter_holding (s),promoter_holding_growth (s)
RUCHINFRA.NS,,7.27,172.0583168,30.47619048,1720583168,7.27,0.2,,,,0.21113001,0.13841,0.99459,47.88,1.847886211,,,,,572767000,-0.056152665,16735000,-0.644242453,11.47305209,36.35,,3.5137746,13.563,-0.204,,79359,53.7,-1.72,"[165300000.0, 131567000.0, 133900000.0, 149400000.0, 157900000.0]","[85800000.0, 9735000.0, -11200000.0, -3800000.0, 22000000.0]","[0.33, -0.08, -0.05, 0.06]","[-0.20407138535995162, 0.017732410102837326, 0.11575802837938753, 0.056894243641231634]","[-0.8865384615384615, -2.1504879301489472, -0.6607142857142857, -6.7894736842105265]","[-1.2424242424242424, -0.375, -2.2]","[0.2038440701042057, 0.4793343538590687, 0.2521773513834116]",[],"[10.16, 1.9711926605504586, 0.672566371681416, 1.0, 3.591666666666667]",5,5,0,0,0,5,3,0,3,0,0,0,0,0,0,0,0,3,3,5,0
AARTECH.NS,,51.86,164.7611776,29.52380952,1647611776,51.86,0.74,-0.003802318,,,-0.048410002,0.07774,0.54955,17.9,5.112111875,,,,,363522000,0.3055438,27642000,-0.003983677,-0.01303799,70.08108,,5.389732,62.885,0.534,0.23,27823,52.72,0,"[43363000.0, 105537000.0, 97831000.0, 94061000.0, 66093000.0]","[9642000.0, -16330000.0, 18415000.0, 15109000.0, 10448000.0]","[0.2, 0.58, 0.47, 0.33]","[1.43380301178424, -0.07301704615442928, -0.038535842422136146, -0.2973389608870839]","[-2.6936320265505085, -2.127679118187385, -0.17952755905511808, -0.30849162750678405]","[1.8999999999999995, -0.18965517241379304, -0.2978723404255318]","[0.1792208700517555, 0.13483666643395256, 0.14221189918333627]",[],"[5.565400843881856, -140.8985507246377, 12.02269288956127, 10.205426356589147, 12.650732459521974]",5,5,0,0,0,0,3,0,5,0,0,5,0,0,0,0,0,0,0,5,3
ACEINTEG.NS,,23.23,23.6946,29.52380952,236946000,23.23,-1.87,,,,-1.0909101,-0.29521,0.18547001,0.798,-104,,,,,85500000,-0.00729953,-15600000,,,,,1.3846337,-7.532,-0.292,,6249,73.53,0,"[4400000.0, 14400000.0, 14300000.0, 31600000.0, 25200000.0]","[-3000000.0, -13900000.0, -2100000.0, -100000.0, 500000.0]","[-0.29, -0.21, -0.02, 0.05]","[2.272727272727273, -0.00694444444444442, 1.2097902097902096, -0.20253164556962022]","[3.6333333333333337, -0.8489208633093526, -0.9523809523809523, -6.0]","[-0.27586206896551724, -0.9047619047619048, -3.5]","[0.00798175598631699, 0.022001047668936617, 0.010509721492380452]",[],"[-184.0, -27.0]",5,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,5,0,5,3
AMDIND.NS,,56.7,111.2277504,29.52380952,1112277504,56.7,-0.65,-0.504717262,,,0.04709,-0.00464,0.35728002,52.526,1.138714334,,,,,2736077000,0.098533288,9991000,-0.504205033,-5.117103511,,,0.7721955,8.46,-0.022,,86983,66.73,0,"[866683000.0, 793287000.0, 449090000.0, 538919000.0, 954781000.0]","[15127000.0, 428000.0, -16915000.0, -11053000.0, 37531000.0]","[0.79, -0.88, -0.58, 1.96]","[-0.08468609630049284, -0.4338871051712684, 0.2000244939767084, 0.7716595629398852]","[-0.971706220665036, -40.521028037383175, -0.34655631096659767, -4.395548719804578]","[-2.113924050632911, -0.34090909090909094, -4.379310344827586]","[0.5252576292823927, 0.5145575614683382, 0.6677711476182668]",[],"[1.788187528726827, 1.046959504023216, -0.3140790266893188, 0.31882202304737517, 2.6650588783181424]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,5,3
ASHIMASYN.NS,,21.6,413.985792,29.52380952,4139857920,21.6,-0.29,,,,0,0,1.19742,40.742,0.960294118,,,,,104800000,-0.630696062,-190000000,,,,,1.3865708,-1029.645,0.331,,61604,73.49,0,"[27700000.0, 8100000.0, 21700000.0, 52800000.0, 78400000.0]","[-25300000.0, 32500000.0, -115500000.0, -119200000.0, 13500000.0]","[-0.13, -0.6, -0.62, 0.07]","[-0.7075812274368232, 1.6790123456790123, 1.4331797235023043, 0.48484848484848486]","[-2.2845849802371543, -4.553846153846154, 0.03203463203463208, -1.113255033557047]","[3.615384615384615, 0.03333333333333344, -1.1129032258064515]","[0.37761254019292606, 0.40485367128298927, 0.3837462521697964]",[],"[0.6627906976744186, -0.20238095238095238, -1.8596491228070176, 2.257309941520468, 3.727810650887574]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,5,3
BANG.NS,,55.39,77.0021184,29.52380952,770021184,55.39,2.87,,,,0.019129999,0.019919999,0.2786,30.113,-1.571548387,,,,,1867342000,0.317056423,-21722000,,,19.299652,,0.8653605,21.834,0.067,,53698,67.52,-0.35,"[485587000.0, 461542000.0, 502024000.0, 484420000.0, 419355000.0]","[16920000.0, 17282000.0, 4566000.0, 159000.0, -43728000.0]","[1.25, 0.34, 0.01, -3.22]","[-0.0495173882332105, 0.08771032755415531, -0.03506605261899831, -0.13431526361421908]","[0.02139479905437347, -0.7357944682328434, -0.9651773981603153, -276.0188679245283]","[-0.728, -0.9705882352941176, -323.0]","[0.30113225396839977, 0.37071974142182684, 0.3388953766331481]",[],"[3.2697628458498023, 5.303687635574837, 2.2254033174278574, 1.4244412548697971, -30.44138929088278]",5,5,0,0,0,0,0,0,0,0,0,5,0,0,3,0,5,0,3,5,0
CCHHL.NS,,16.93,276.7458048,29.52380952,2767458048,16.93,0.31,,,,0.02718,0.072620004,0.72863,6.587,3.504834074,,,,,460144000,-0.068029254,43793000,,,54.612904,,0.86878437,58.261,0.216,,39338,73.8,0,"[240258000.0, 128296000.0, 114262000.0, 94931000.0, 122655000.0]","[2583000.0, 90818000.0, -11223000.0, -32782000.0, -3019000.0]","[0.02, -0.07, -0.2, -0.02]","[-0.4660073754047732, -0.10938766602232342, -0.1691813551311897, 0.29204369489418625]","[34.15989159891599, -1.1235768239776256, 1.920965873652321, -0.9079067781099384]","[-4.5, 1.8571428571428572, -0.9]","[0.10890116635972989, 0.15199599901208571, 0.23859711822847374]",[],"[2.3287302121926574, 22.452051526717558, -0.9655456983701258, -5.697589324149806, 0.7519266055045871]",5,5,0,0,0,0,3,0,5,0,0,0,0,0,0,0,5,0,0,5,3
CINELINE.NS,,85.83,301.9203072,29.52380952,3019203072,85.83,-3.63,-0.250129151,,,-0.025559999,-0.05915,0.5758,74.052,-0.332061607,,,,,2106214000,0.672654295,-176222000,-0.207941861,-0.309136302,,,2.0560055,8.258,0.228,,19438,69.6,0,"[452898000.0, 550063000.0, 633058000.0, 558366000.0, 364727000.0]","[-20588000.0, -125019000.0, 45104000.0, 9120000.0, -65665000.0]","[-0.6, 1.32, 0.08, -1.92]","[0.2145405808813463, 0.1508827170705902, -0.11798602971607652, -0.3467958292589448]","[5.072420827666602, -1.3607771618713955, -0.7978006385242994, -8.200109649122808]","[-3.2, -0.9393939393939394, -25.0]","[0.740520655294525, 1.6804412184194177, 2.339044239451282]",[],"[0.16657421104536488, -3.7513744654856445, 1.2237385421852578, 1.128071982965863, -0.25165165165165165]",5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,5,0,5,3
COMPUSOFT.NS,,18.8,151.021056,29.52380952,1510210560,18.8,0.46,-0.509495976,,,0.09689,0.10217,0.62450004,21.071,1.644117967,,,,,336764000,0.043328234,14800000,-0.512413189,-11.82631153,40.869564,,1.034331,17.868,0.647,1.05,35899,70.89,0.01,"[87794000.0, 96066000.0, 81130000.0, 85746000.0, 73824000.0]","[13405000.0, 8504000.0, 3335000.0, 10589000.0, -7629000.0]","[0.17, 0.04, 0.1, -0.1]","[0.09422056176959703, -0.15547644327857935, 0.05689633920867743, -0.1390385557343783]","[-0.36560984707198807, -0.6078316086547507, 2.175112443778111, -1.720464633109831]","[-0.7647058823529411, 1.5, -2.0]","[0.21070518508609076, 0.42648469565067537, 0.27189150237014853]",[],"[4.4086629001883235, 2.7601715845573898, 1.1041515517936316, 2.0877063055438003, 0.80822106131427]",5,5,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,0,5,5
CTE.NS,,51.87,99.8537536,29.52380952,998537536,51.87,-19.88,,,,-0.00704,-0.1997,0.0967,126.926,-4.063356363,,,,,1989210650,0.210153732,-480621000,,,,,1.5007378,-9.461,-0.407,,25007,50.91,0,"[502616000.0, 505290650.0, 515840000.0, 430530000.0, 537550000.0]","[5947000.0, -62320080.0, -44328000.0, -289575000.0, -84400000.0]","[0.3, -2.26, -14.75, -4.3]","[0.005321458131058332, 0.020877785884223288, -0.1653807382133995, 0.248577334912782]","[-11.479246678997814, -0.2887043790701167, 5.5325527883053605, -0.7085383752050418]","[-8.533333333333333, 5.526548672566372, -0.7084745762711864]","[1.2692567240402375, 1.6835197832321855, 1.0754618971228889]",[],"[1.6914725621792341, -7.578747940691928, -0.23430335922148404, -17.22613000707259, -1.1374055352584955]",5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,5,0,5,3
GTECJAINX.NS,,24.21,24.6678048,29.52380952,246678048,24.21,-3.35,-0.676666306,,,0.117939994,-0.42812002,0.75825995,76.782,-48.44329897,,,,,77298000,0.16331034,-33786000,-0.064248705,-0.393414798,,,18.148426,-9.473,0.04,,1119,61.26,0,"[17322000.0, 13731000.0, 21653000.0, 24592000.0, 17630000.0]","[-7053000.0, -28579000.0, 123000.0, 1725000.0, -4673000.0]","[-2.8, 0.01, 0.17]","[-0.20730862487010737, 0.5769426844366761, 0.1357317692698472, -0.2831001951854262]","[3.0520345952077133, -1.0043038594772384, 13.024390243902438, -3.7089855072463767]","[-1.0035714285714286, 16.0]","[0.7677026828910717, 0.16972784283481826, 0.10542295690309522]",[],"[-36.57692307692308, -107.25378787878788, -2.5, 25.53684210526316, -45.294871794871796]",5,5,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,5,0,5,3
LOVABLE.NS,,91.18,135.7892608,29.52380952,1357892608,91.18,2.2,-0.320693106,,,-0.018550001,0.0754,0.53817004,5.758,-6.957550861,,,,,421933000,-0.242882351,17865000,-0.321197641,1.322441256,41.445454,,0.7581969,-11.617,0.547,,15476,63.96,0,"[164359000.0, 80416000.0, 83404000.0, 102197000.0, 155916000.0]","[35456000.0, 36176000.0, -26539000.0, -13962000.0, 20869000.0]","[2.4, -1.79, -0.94, 1.41]","[-0.5107295615086487, 0.03715678471945871, 0.2253249244640545, 0.5256416528860925]","[0.02030685920577624, -1.7336079168509508, -0.4739063265383021, -2.4946998997278325]","[-1.7458333333333333, -0.4748603351955307, -2.5]","[0.05757540003595829, 0.034814037450069585, 0.05703905035666064]",[],"[22.691476590636256, -11.030261969286359, -24.13162878787879, -11.943374858437146, 25.94577685088634]",5,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,0,5,3
NGIL.NS,,28.92,37.9616128,29.52380952,379616128,28.92,-1.98,,,,0.07798,-0.06573,0.13052,44.434,-1.925631769,,,,,453609000,-0.08227563,-36406000,,,,,1.507978,-63.152,-0.13,,165526,56.4,0,"[69209000.0, 130838000.0, 142315000.0, 93823000.0, 86632000.0]","[1573000.0, -24434000.0, 3000.0, -6400000.0, -5575000.0]","[0.09, 0.11, -0.42, -0.44]","[0.8904766721091188, 0.08771916415720193, -0.34073709728419355, -0.07664431962312013]","[-16.5333757151939, -1.0001227797331587, -2134.3333333333335, -0.12890625]","[0.22222222222222232, -4.818181818181818, 0.04761904761904767]","[0.444341273141841, 0.792601222034664, 0.9437446742582695]",[],"[1.6213942307692308, -5.356281602489304, 1.0009935419771485, -1.1098420413122723, -1.1762061732094695]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,3
NRL.NS,,65.79,473.7953792,29.52380952,4737953792,65.79,1.98,-0.143657051,,,0.07148,0.077800006,0.12681,9.979,13.00635983,,,,,1583127000,-0.001543634,144534000,-0.085076467,55.11438877,33.227272,,3.83481,31.706,0.168,,66337,72.87,0.08,"[509850000.0, 372195000.0, 343052000.0, 511815000.0, 356065000.0]","[35394000.0, 20583000.0, 31569000.0, 47582000.0, 44800000.0]","[0.52, 0.46, 0.69, 0.65]","[-0.269991173874669, -0.07830035330942109, 0.4919458274547299, -0.3043091742133388]","[-0.41846075606034916, 0.5337414371082934, 0.5072381133390351, -0.05846748770543486]","[-0.11538461538461542, 0.4999999999999998, -0.05797101449275355]","[0.10669811176489578, 0.15263604750085888, 0.1574570075677899]",[],"[19.441256830601095, 11.22656776803776, 8.265127885215222, 17.117376042123738, 17.25344697919278]",5,5,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,5,5
OBCL.NS,,55,118.9019264,29.52380952,1189019264,55,1.51,-0.333183622,,,0.04652,0.00908,0.05333,64.302,2.075893123,,,,,3388495000,0.037752737,23117000,-0.334174651,-8.851666796,36.42384,,1.2552205,10.927,0.001,,7237,68.69,1.46,"[852228000.0, 911504000.0, 924908000.0, 797825000.0, 754258000.0]","[18696000.0, -6704000.0, 7965000.0, 11685000.0, 10172000.0]","[0.89, 0.38, 0.55, 0.48]","[0.06955415686881916, 0.01470536607628703, -0.1374006928256648, -0.05460721336132612]","[-1.3585793752674369, -2.188096658711217, 0.4670433145009416, -0.12948224219084292]","[-0.5730337078651686, 0.44736842105263164, -0.12727272727272743]","[0.64302166205795, 0.4323586004271755, 0.15261411929655083]",[],"[2.478834490089414, 0.4703035635723713, 2.2901633118116216, 3.087095912369757, 4.103082851637765]",5,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,0,5,5
RAJTV.NS,,40.75,211.6508416,29.52380952,2116508416,40.75,-0.73,,,,0.06956,-0.03238,0.05545,28.793,-4.936754873,,,,,1258205620,0.220175265,-210128650,,,,,1.7182493,-11463.039,-0.178,,2219,70.88,0,"[165682330.0, 217303030.0, 427242410.0, 359328230.0, 254331950.0]","[3501760.0, -44794800.0, 2677380.0, 742140.0, -168753360.0]","[0.07, 0.05, 0.01, -3.25]","[0.3115643050167147, 0.9661134499597175, -0.15895935986317467, -0.2922015896162681]","[-13.792081696061409, -1.0597698840043934, -0.7228111063801179, -228.387501010591]","[-0.2857142857142857, -0.8, -326.0]","[0.2304684409521652, 0.23844333858743885, 0.15854693756135463]",[],"[1.6876529524849926, -3.886456698705375, 1.4077448996734914, 1.093423444825296, -15.68187529936439]",5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,5,0,5,3
SADHNANIQ.NS,,9.77,321.834624,29.52380952,3218346240,9.77,0.17,0.102929265,,,-0.09644,0.03059,0.56008,88.155,1.680087186,,,,,1648649000,0.082369019,75576000,0.066802049,0.811009402,57.47059,5.583503385,1.1894327,15.306,-0.539,1.08,794248,56.73,-8.17,"[281000000.0, 487849000.0, 371000000.0, 428800000.0, 361000000.0]","[-21200000.0, 40976000.0, 25800000.0, 2600000.0, 6200000.0]","[-0.07, 0.08, 0.01, 0.03]","[0.73611743772242, -0.23951878552584915, 0.15579514824797847, -0.15811567164179108]","[-2.9328301886792456, -0.3703631393986724, -0.8992248062015504, 1.3846153846153846]","[-2.142857142857143, -0.875, 2.0]","[0.881525486179856, 1.1516427600122823, 1.0266738513641436]",[],"[0.44139650872817954, 2.3371871051004223, 1.8017241379310345, 1.2352941176470589, 1.4289156626506023]",5,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,5,5,0
SHIVAMAUTO.NS,,29.58,396.930176,29.52380952,3969301760,29.58,-4.38,0.386326682,,,-0.03788,-0.12751001,0.50741,1075.611,0.186854156,,,,,4297789000,-0.009715236,-480419000,0.44086129,-45.37833979,,,11.922612,18.819,0.138,,98293,69.52,0,"[907315000.0, 836406000.0, 1127387000.0, 1204336000.0, 1129660000.0]","[-176561000.0, -147589000.0, -118600000.0, -110902000.0, -103328000.0]","[-1.34, -0.97, -0.91, -0.85]","[-0.07815257104754136, 0.3478944436075304, 0.06825429067392119, -0.06200595182739699]","[-0.16409059758383793, -0.19641707715344636, -0.0649072512647555, -0.06829453030603594]","[-0.27611940298507465, -0.061855670103092675, -0.06593406593406603]","[10.75611073169957, 10.86823670927874, 7.00789305166819]",[],"[-0.2676728916176345, -0.12264464641986256, 0.24645234670324156, 0.28397521631137923, 0.30132690334201667]",5,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,5,3
UMAEXPORTS.NS,,47.48,160.5290752,29.52380952,1605290752,47.48,-0.75,-0.473717343,,,0.01898,-0.00156,0.03882,108.89,1.341319384,,,,,17240440000,0.10523222,35217000,-0.473717323,-4.501637655,,,0.82748044,194.892,0.092,,101269,72.52,0,"[3003291000.0, 4588156000.0, 4946813000.0, 3758998000.0, 3946473000.0]","[4323000.0, -53198000.0, 21733000.0, 1898000.0, 64785000.0]","[0.13, 0.64, 0.06, 1.92]","[0.5277094360819514, 0.07817018427446665, -0.24011722294738047, 0.04987366314108166]","[-13.305806153134398, -1.4085303958795443, -0.9126673721989601, 33.133298208640674]","[3.9230769230769234, -0.90625, 31.0]","[1.09274699058514, 0.5691984769540303, 0.6416012426611906]",[],"[1.0839501575035302, -1.5084482149169318, 1.9668970008320972, 1.060318364505206, 4.593478358780345]",5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,5,5,3
BHAGYANGR.NS,,99.98,324.3085568,28.57142857,3243085568,99.98,6.22,0.081764364,,,0.0297,0.0114,0.078600004,132.666,2.183996653,,,,,16256052000,0.011158197,140181000,0.081499398,7.303993654,16.073956,1.965887733,1.5434253,12.503,0.886,,42627,70.44,-0.1,"[4856029000.0, 4538988000.0, 3944808000.0, 4080190000.0, 3692066000.0]","[75717000.0, 45782000.0, 39854000.0, 37293000.0, 17251000.0]","[2.38, 1.25, 1.17, 0.54]","[-0.06528811916073818, -0.13090583187265536, 0.03431903403156755, -0.09512400157835788]","[-0.395353751469287, -0.12948320300554805, -0.06425954734781958, -0.5374198911323841]","[-0.47478991596638653, -0.06400000000000006, -0.5384615384615383]","[1.3266568588166254, 1.2009996921857429, 0.5208282911027126]",[],"[2.3831130589604874, 2.5851007979840404, 2.1690523252025455, 2.2019290066355857, 1.7206447125706856]",5,5,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,3,0,5,0
BVCL.NS,,48.3,110.7303808,28.57142857,1107303808,48.3,1.5,,,,0.05402,0.01569,0.67847997,26.338,3.197003128,,,,,2065707000,0.06127661,51668000,,,32.2,,0.85953766,8.121,0.357,,27158,54.12,-0.51,"[575217000.0, 565965000.0, 547245000.0, 417135000.0, 535362000.0]","[13295000.0, 11830000.0, 13555000.0, -5428000.0, 31712000.0]","[0.6, 0.61, -0.24, 1.43]","[-0.01608436468324126, -0.0330762502981633, -0.2377545706219335, 0.2834262289186953]","[-0.11019180142910867, 0.14581572273879972, -1.400442641091848, -6.842299189388356]","[0.016666666666666607, -1.3934426229508197, -6.958333333333333]","[0.2633785904280766, 0.36588597263870354, 0.4047959589881846]",[],"[3.1767939814814814, 10.109081684424151, 2.8859979889391654, 0.7338698291684315, 4.233556638246041]",5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5,0,5,0
DAMODARIND.NS,,33.4,78.4486656,28.57142857,784486656,33.4,3.97,-0.334746366,,,0.03226,0.02276,0.22332,130.657,1.176198951,,,,,4214354000,-0.225920327,54017000,-0.334833927,1.48208854,8.413098,,0.54051435,8.039,0.652,,6613,70.27,-0.06,"[1033524000.0, 851481000.0, 1202657000.0, 967163000.0, 1193054000.0]","[23219000.0, 45638000.0, 16054000.0, 7390000.0, -15065000.0]","[1.0, 0.14, 0.32, -7.46]","[-0.1761381448326309, 0.4124296373025351, -0.19581144083475177, 0.23356042363076335]","[0.9655454584607435, -0.6482317367106358, -0.5396785847763796, -3.0385656292286876]","[-0.86, 1.2857142857142856, -24.3125]","[1.306566605430672, 1.544701488805513, 2.2155964757121165]",[],"[1.3607783140837786, 2.756048735029165, 1.4772964408548133, 1.1792599157988035, 0.022443048654729538]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,0
OILCOUNTUB.NS,,70.17,372.6142208,28.57142857,3726142208,70.17,-6.5,-0.14910865,,,-0.34798,-0.25198,0.72960997,19.352,-4.317826723,,,,,1229031500,,-318612500,-0.146931008,,,,1.3601472,8.896,-1.121,,29655,56.74,7.52,"[245690000.0, 343342500.0, 412108000.0, 223567000.0, 250014000.0]","[-88053000.0, -105415500.0, 16437000.0, -131571000.0, -98062000.0]","[-1.35, 0.37, -2.97, -2.21]","[0.39746224917579065, 0.2002825167289224, -0.4575038582119251, 0.11829563397102438]","[0.19718237879458966, -1.1559258363333664, -9.004562876437307, -0.2546837829004872]","[-1.2740740740740741, -9.027027027027028, -0.25589225589225595]","[0.19352434205267036, 0.4869277410961351, 0.4633244063083397]",[],"[-23.712856722565462, -37.68503835075569, 1.9271001054910888, -5.0165254237288135, -4.191147234241609]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5
SHYAMCENT.NS,,6.94,147.8836608,28.57142857,1478836608,6.94,-0.5,,,,-0.4191,-0.10552,0.06426,2.722,-45.34639274,,,,,1131461000,-0.182849847,-93084000,,,,,0.8653366,-5.158,-0.249,,126496,50.18,-0.51,"[141946000.0, 221704000.0, 326707000.0, 317588000.0, 265462000.0]","[-40280000.0, -43754000.0, 633000.0, -22958000.0, -27005000.0]","[-0.19, 0.0, -0.11, -0.13]","[0.5618897327152579, 0.4736179771226501, -0.027911859862200683, -0.16413088655742658]","[0.08624627606752733, -1.0144672487086894, -37.26856240126382, 0.17627842146528439]","[-1.0, -inf, 0.18181818181818188]","[0.027221775026108605, 0.023766203256190704, 0.01632958875833598]",[],"[-127.81612903225806, -79.32592592592593, 1.1198979591836735, -79.02386117136659, -32.08622754491018]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,0
TAKE.NS,,17.77,259.8418176,28.57142857,2598418176,17.77,0.18,,,,-18.92683,983.04877,0,,1.376338603,,,,,0,-1,374670000,,,98.72222,,12.802594,-36.347,0.513,,155121,53.34,-0.07,"[0.0, 0.0, 0.0, 0.0, 0.0]","[-9100000.0, -48800000.0, 476770000.0, -15820000.0, -37480000.0]","[-0.06, 3.26, -0.11, -0.26]",[],"[4.362637362637362, -10.769877049180328, -1.0331816179709294, 1.3691529709228822]","[-55.33333333333333, -1.0337423312883436, 1.3636363636363638]","[0.0, -0.5948768611953991, -4.179533415981066]",[],"[-4.2, 2.2459016393442623, 7.742424242424242, -2.4444444444444446, -4.595482546201232]",5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,5,0
AERONEU.NS,,72.84,187.8980608,27.61904762,1878980608,72.84,0.29,-0.682425666,,,0.00236,0.0055,0.40091,32.435,1.123015745,,,,,1292353000,0.17086797,2022000,-0.636310926,-3.723991846,251.17241,,2.233191,73.078,0.429,,50875,60.46,0,"[296988000.0, 338886000.0, 323298000.0, 339086000.0, 291083000.0]","[8042000.0, -3570000.0, 58000.0, 2635000.0, 2899000.0]","[0.31, 0.0, 0.11, 0.11]","[0.14107640712756075, -0.04599776916131093, 0.04883420250047954, -0.14156585644939634]","[-1.4439194230290973, -1.0162464985994397, 44.43103448275862, 0.10018975332068303]","[-1.0, inf, 0.0]","[0.3363120988828144, 0.34586588003035473, 0.36422614193102876]",[],"[2.537916254533465, 0.30608509989324384, 1.0297575312270388, 1.4277210884353742, 1.5756018054162488]",5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,3,5,3
BALPHARMA.NS,,81.47,131.8717696,27.61904762,1318717696,81.47,4.51,0.063973735,,,0.053740002,0.02429,0.48281,196.553,1.167386558,,,,,3030833000,0.027126063,72154000,0.087411233,3.222407601,18.0643,2.823705694,2.0843246,8.991,0.184,1.46,24374,50.87,0,"[658709000.0, 818762000.0, 731544000.0, 736940000.0, 743587000.0]","[2006000.0, 54332000.0, 4812000.0, 10419000.0, 2591000.0]","[0.13, 0.33, 0.65, 0.16]","[0.24297982872558288, -0.10652424025540996, 0.007376179696641616, 0.009019730235840129]","[26.084745762711865, -0.9114334094088199, 1.1652119700748131, -0.7513197043862174]","[1.5384615384615383, 0.9696969696969697, -0.7538461538461538]","[1.9673917115217934, 2.2524879418767934, 1.9755792701557127]",[],"[1.0514382987121922, 1.0701554509089068, 1.1129685411637975, 1.372300533734775, 1.1456917704794263]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,5,3
